,Year,Stars,Position,Name,Class,Previous School,New School,RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB
468,2019,2,C,Mubashar Ali,RS SR,Southern,Florida Memorial University,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
469,2018,2,PG,Brendon Ganaway,,Southern,Kansas Wesleyan College,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
470,2019,2,SG,De'Rias Johnson,RS N/A,Southern,Southwestern College,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
471,2018,2,SG,Jamar Sandifer,,Southern,Southwestern Oklahoma State,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
472,2018,2,C,Shaquille Benson,,Southern,Edward Waters College,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
473,2019,2,SG,Destin Dunton,RS N/A,Southern,Elizabeth City State,231,Southern,SWAC,30,17,97,102.5,0.3466,47.9,48.7,20.3,19.7,31.6,25.3,34.5,48.8,48.3,49.1,31.3,31.8,66.6,-10.4
474,2018,3,PG,Andre Jones,RS SR,Little Rock,Nicholls State,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
475,2018,2,PG,Anthony Black,RS N/A,Little Rock,Mid-America Christian University,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
476,2018,2,SF,"Keith 'K.J.' Gilmore, Jr.",,Little Rock,University of the Virgin Islands,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
477,2019,2,PG,Deondre Burns,RS N/A,Little Rock,Oral Roberts,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
478,2018,2,SG,Cameron Corcoran,RS JR,Little Rock,Florida International,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
479,2019,2,PF,Damir Hadžić,SR,Little Rock,Flagler,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
480,2018,2,PG,Camron Reedus,,Little Rock,Angelo State,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
481,2018,2,SF,Cézanne Carson,RS N/A,Little Rock,,138,Little Rock,SB,30,21,105.6,102.9,0.5745,52.8,49,22.1,19.6,30.1,28.7,45.3,34.4,52.9,47.3,35.1,34.5,69.1,-3.7
482,2019,3,C,Michael Tertsea,RS SR,Rhode Island,Gannon,73,Rhode Island,A10,30,21,104.7,94.4,0.7664,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5
483,2019,3,SG,Christion Thompson,RS N/A,Rhode Island,Tulane,73,Rhode Island,A10,30,21,104.7,94.4,0.7664,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5
484,2019,2,SG,Omar Silverio,JR,Rhode Island,Hofstra,73,Rhode Island,A10,30,21,104.7,94.4,0.7664,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5
485,2019,2,PF,Marial Mading,RS SO,Rhode Island,Chipola College,73,Rhode Island,A10,30,21,104.7,94.4,0.7664,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5
486,2018,3,SG,Justin Roberts,RS SR,Toledo,Niagara,166,Toledo,MAC,31,17,106.2,105.6,0.517,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9
487,2018,3,SG,"Dwayne Rose, Jr.",SR,Toledo,Southwestern Illinois College,166,Toledo,MAC,31,17,106.2,105.6,0.517,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9
488,2019,2,PF,Logan Hill,RS JR,Toledo,University of Mount Union,166,Toledo,MAC,31,17,106.2,105.6,0.517,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9
489,2019,2,PF,James Gordon IV,RS SR,Toledo,Wayne State (MI),166,Toledo,MAC,31,17,106.2,105.6,0.517,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9
490,2018,2,PF,Taylor Adway,,Toledo,Ferris State,166,Toledo,MAC,31,17,106.2,105.6,0.517,50.9,48.7,17.6,16.2,27.8,27.7,36.7,26.5,47.9,46.6,36.8,34.9,67.9,-8.9
491,2019,3,SG,Tyler Plummer,RS JR,Wagner,Newman,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
492,2019,2,PG,Jonathan Norfleet,JR,Wagner,Virginia State,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
493,2018,2,PG,Blake Francis,RS SR,Wagner,Richmond,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
494,2019,2,PF,Lonnie Rivera,RS N/A,Wagner,Le Moyne,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
495,2018,2,C,Jamar Brown,RS SR,Wagner,Grayson College,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
496,2019,2,SG,Jeff Coulanges,RS SR,Wagner,Bethune–Cookman,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
497,2019,2,PF,Chance Anderson,,Wagner,Keiser University,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
498,2019,2,SF,Tim Graham,RS N/A,Wagner,Academy of Art,331,Wagner,NEC,28,8,97.6,114.1,0.1418,46.5,54,19.6,18.7,30.1,29.2,29.6,45.9,46.9,51,30.5,38.9,67.7,-16.4
499,2019,3,PF,Jaylen Key,RS N/A,Northern Illinois,New Orleans,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
500,2018,2.5,C,Owen Hamilton,RS JR,Northern Illinois,Wisconsin,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
501,2018,2,SF,"Eugene 'Marlo' Brown, Jr.",RS JR,Northern Illinois,Tyler Junior College,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
502,2019,2,SF,Austin Richie,JR,Northern Illinois,Triton College,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
503,2019,2,PG,Brandon Danowski,RS JR,Northern Illinois,Lawrence University,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
504,2018,2,PG,Justin Thomas,RS SR,Northern Illinois,Morehead State,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
505,2018,2,SF,Brennen Woods,SR,Northern Illinois,Grayson College,188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
506,2019,2,PF,Tommy Demogerontas,RS SR,Northern Illinois,Indiana (PA),188,Northern Illinois,MAC,30,18,99.2,100.7,0.4553,47.2,47.2,18,17,30.5,24.3,27.4,32.2,45.2,48,33.7,30.8,64.8,-7.2
507,2019,3,PG,Shawn Williams,RS SR,East Carolina,New Mexico State,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
508,2018,3,SG,Raquan Wilkins,RS SR,East Carolina,Lee College,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
509,2019,3,SG,Tyler Foster,JR,East Carolina,Youngstown State,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
510,2019,2,PF,Dimitri Spasojević,SR,East Carolina,UMBC,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
511,2019,2,SG,Kevin 'K.J.' Davis,RS JR,East Carolina,Samford,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
512,2019,2,PF,Justin Whatley,RS JR,East Carolina,North Carolina Central,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
513,2019,2,SG,Tae Hardy,JR,East Carolina,Pearl River Community College,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
514,2018,2,C,Usman Haruna,,East Carolina,Montana State,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
515,2019,2,SG,DeShaun Wade,JR,East Carolina,Longwood,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
516,2019,2,C,Rico Quinton,JR,East Carolina,Columbia State Community College,216,East Carolina,Amer,31,11,99.2,103.3,0.3861,46.7,50.1,19.2,18.7,27.2,26.4,36.8,40.2,49,49.7,28.1,33.7,70.5,-12
517,2019,3,SF,Keaton Hervey,RS JR,Incarnate Word,New Mexico Junior College,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
518,2019,2,SG,Romello Wilbert,JR,Incarnate Word,Paris Junior College,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
519,2019,2,C,Marek Hulva,RS N/A,Incarnate Word,Notre Dame (OH),342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
520,2019,2,SF,Christian Peevy,RS SR,Incarnate Word,Lynn,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
521,2018,2,C,Miles Banks,RS N/A,Incarnate Word,Adams State,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
522,2019,2,SG,Jorden Kite,RS N/A,Incarnate Word,Texas Lutheran University,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
523,2019,2,PG,Jordan Caruso,RS SO,Incarnate Word,California Baptist,342,Incarnate Word,Slnd,28,9,92.6,111.7,0.1036,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,66.1,-17.8
524,2019,3,C,Louis Bangai,RS SR,UNLV,GCU,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
525,2019,3,SG,Trey Woodbury,JR,UNLV,Utah Valley,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
526,2019,3,SF,Joel Ntambwe,RS SO,UNLV,Texas Tech,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
527,2019,3,SG,"Ben Coupet, Jr.",RS SR,UNLV,Little Rock,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
528,2019,3,SF,Tervell Beck,SR,UNLV,Kent State,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
529,2019,2,SF,Shakur Juiston,RS N/A,UNLV,Oregon,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
530,2018,2,PG,Larry Bush,RS N/A,UNLV,Hawaii–Hilo,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
531,2019,2,PF,Jonathan Tchamwa Tchatchoua,RS SO,UNLV,Baylor,97,UNLV,MWC,32,17,107.5,100.1,0.695,49.7,49.2,19.3,17.4,34,24,34.1,40.6,50.9,48.5,31.9,33.5,66.8,-5.9
532,2019,3,SG,Darrian Traylor,RS N/A,UC Irvine,,114,UC Irvine,BW,30,21,104.9,99.4,0.6485,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.5
533,2019,3,PG,Max Hazzard,RS N/A,UC Irvine,Arizona,114,UC Irvine,BW,30,21,104.9,99.4,0.6485,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.5
534,2018,3,SG,Justin Wertner,RS SR,UC Irvine,,114,UC Irvine,BW,30,21,104.9,99.4,0.6485,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.5
535,2019,2,C,Solomon Ruddell,RS JR,UC Irvine,Biola,114,UC Irvine,BW,30,21,104.9,99.4,0.6485,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.5
536,2018,2,PG,Riley Welch,RS JR,UC Irvine,College of the Desert,114,UC Irvine,BW,30,21,104.9,99.4,0.6485,51.6,44.9,20.2,16.4,34.1,25.3,28,36,50.8,40.8,35.6,35.6,67.8,-5.5
537,2019,3,SF,Kejuan Johnson-Alls,RS N/A,Canisius,,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
538,2018,3,PG,D.J. Heath,SR,Canisius,Shelton State Community College,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
539,2018,2,SG,Spencer Foley,RS SR,Canisius,McNeese State,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
540,2019,2,SG,Shaquille Evans,RS N/A,Canisius,Montreat College,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
541,2019,2,PG,Gianni Ford,RS SR,Canisius,,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
542,2019,2,SG,Takal Molson,RS JR,Canisius,Seton Hall,276,Canisius,MAAC,32,12,97.3,106.6,0.2602,48.4,51.8,20.4,21.9,29.1,29.3,30.2,35.7,50.1,51.6,30.2,34.8,70,-15.7
543,2018,3,SG,DeAndre 'Pedro' Bradshaw,RS JR,Belmont,Eastern Kentucky,98,Belmont,OVC,32,26,106.9,99.5,0.6938,54.8,47.8,16,19.5,24.7,26.7,22.9,24.3,56.8,46.7,34.8,33.2,70.5,-2.2
544,2019,3,C,Sylvester Ogbonda,RS N/A,Georgia Tech,Ohio,51,Georgia Tech,ACC,30,17,103.6,91.3,0.8101,49.8,44.6,22.9,19.3,29.2,28.9,34.8,35.7,51.2,45.7,31,28.3,69.9,-1.9
545,2019,3,SG,Curtis Haywood II,RS JR,Georgia Tech,Tulsa,51,Georgia Tech,ACC,30,17,103.6,91.3,0.8101,49.8,44.6,22.9,19.3,29.2,28.9,34.8,35.7,51.2,45.7,31,28.3,69.9,-1.9
546,2018,2.7,PG,Justin Moore,RS SR,Georgia Tech,Pacific,51,Georgia Tech,ACC,30,17,103.6,91.3,0.8101,49.8,44.6,22.9,19.3,29.2,28.9,34.8,35.7,51.2,45.7,31,28.3,69.9,-1.9
547,2018,2,PG,Jon Brown,SR,Georgia Tech,Seward County Community College,51,Georgia Tech,ACC,30,17,103.6,91.3,0.8101,49.8,44.6,22.9,19.3,29.2,28.9,34.8,35.7,51.2,45.7,31,28.3,69.9,-1.9
548,2019,3,SG,Delveion Jackson,RS SO,UC Davis,Northwest Nazarene,234,UC Davis,BW,30,14,103.8,109.9,0.3412,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8
549,2018,2,PF,Logan Strom,RS JR,UC Davis,Omaha,234,UC Davis,BW,30,14,103.8,109.9,0.3412,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8
550,2019,2,SG,Gio Nelson,RS JR,UC Davis,Arizona Western College,234,UC Davis,BW,30,14,103.8,109.9,0.3412,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8
551,2019,2,PF,Jonah Underwood,RS N/A,UC Davis,Hope International University,234,UC Davis,BW,30,14,103.8,109.9,0.3412,52.3,54.1,18.8,19.7,22.9,27.8,31.8,35.9,48.5,55,39.1,35,67.9,-12.8
552,2019,3,PG,Darius Beane,JR,Southern Illinois,Northern Illinois,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
553,2019,2,C,Amadou Fall,RS SO,Southern Illinois,Three Rivers College,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
554,2019,2,PG,Dave Swedura,RS SO,Southern Illinois,Triton College,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
555,2019,2,SG,Sam Shafer,RS SO,Southern Illinois,Albany,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
556,2018,2,PF,Austin Weiher,RS N/A,Southern Illinois,,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
557,2019,2,SG,"Jimmy Beane, Jr.",RS SO,Southern Illinois,Daytona State College,161,Southern Illinois,MVC,31,16,98.2,97.3,0.5255,49.5,49.1,19.4,21,20.6,29.9,33.6,25.3,48.3,49.4,34.1,32.4,64,-8.7
558,2018,3,SG,Tariq Simmons,SR,The Citadel,Panola College,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
559,2018,2,PG,Preston Parks,RS SR,The Citadel,UT Martin,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
560,2018,2,PG,Frankie Johnson,,The Citadel,Wingate,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
561,2018,2,PF,Robert Johnson,RS JR,The Citadel,Howard College,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
562,2019,2,PF,Dimitri Georgiadis,RS SO,The Citadel,State Fair Community College,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
563,2018,2,SG,Leandro Allende,,The Citadel,Barry,326,The Citadel,SC,27,6,95.3,110.7,0.1511,49.6,55,20.2,17.4,20.7,30.7,30.8,28.3,50.6,57.1,32.4,34.8,73.9,-17.6
564,2019,3,SG,Anthony Mathis,RS N/A,New Mexico,Oregon,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
565,2018,3,C,Connor MacDougall,RS N/A,New Mexico,Utah Valley,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
566,2018,2,SF,Jachai Simmons,RS N/A,New Mexico,Mississippi Valley State,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
567,2019,2,C,Vladimir Pinchuk,RS JR,New Mexico,San Diego,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
568,2018,2,PG,Troy Simons,RS N/A,New Mexico,Kent State,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
569,2018,2,PG,Chris McNeal,RS N/A,New Mexico,Tennessee Tech,153,New Mexico,MWC,32,19,104.3,102.9,0.5397,52.2,52.7,19.5,20,27.9,30.1,37.2,24.4,54.2,53.1,32.6,34.7,71.9,-5.7
570,2018,3,SG,Mason Faulkner,RS SR,Northern Kentucky,Western Carolina,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
571,2019,2.7,C,Chris Vogt,SR,Northern Kentucky,Cincinnati,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
572,2018,2.7,SF,Jeff Garrett,RS N/A,Northern Kentucky,Louisiana State University Shreveport,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
573,2018,2.5,SF,Carson Williams,RS SR,Northern Kentucky,Western Kentucky,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
574,2019,2,SG,"Gerald Gray, Jr.",JR,Northern Kentucky,Snead State Community College,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
575,2018,2,PF,Darian Childress,SR,Northern Kentucky,Kentucky State,175,Northern Kentucky,Horz,30,23,100.8,101.1,0.4914,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,65.6,-4.2
576,2019,3,PF,Pat Andree,,Lehigh,NC State,289,Lehigh,Pat,30,11,97.5,107.9,0.2374,49.7,52.5,19.9,17,25.6,26.8,26.1,32.4,49.4,53.7,33.7,33.9,68.3,-15.4
577,2019,2,SF,Caleb Bennett,RS JR,Lehigh,Missouri Western,289,Lehigh,Pat,30,11,97.5,107.9,0.2374,49.7,52.5,19.9,17,25.6,26.8,26.1,32.4,49.4,53.7,33.7,33.9,68.3,-15.4
578,2018,3,SG,Najja Hunter,SR,Rice,New Mexico Junior College,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
579,2018,2,SG,Grant Youngkin,RS SR,Rice,SMU,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
580,2018,2,PG,Miles Lester,RS JR,Rice,Wake Forest,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
581,2019,2,C,Quentin Millora-Brown,RS SO,Rice,Vanderbilt,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
582,2018,2,PF,Malik Osborne,RS JR,Rice,Florida State,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
583,2018,2,SG,Connor Cashaw,,Rice,Creighton,192,Rice,CUSA,30,15,105.7,107.6,0.4493,51.5,53,18.8,17.6,24.4,26.6,34.3,29.8,52,55.1,34,33.2,70.3,-10.6
